GeneSym	EnsembleID	Tissue/Cell Type
GIMAP5	ENSP00000351473	embryonic structure
SIRPG	ENSP00000305529	embryonic structure
HMGA1	ENSP00000308227	embryonic structure
HNRNPD	ENSP00000313199	embryonic structure
PSME3	ENSP00000293362	embryonic structure
PLEC	ENSP00000323856	embryonic structure
TRIM28	ENSP00000253024	embryonic structure
ACD	ENSP00000377496	embryonic structure
SLC39A3	ENSP00000269740	embryonic structure
YRDC	ENSP00000362135	embryonic structure
SART1	ENSP00000310448	embryonic structure
EMB	ENSP00000302289	embryonic structure
RAB11FIP1	ENSP00000331342	embryonic structure
CLINT1	ENSP00000388340	embryonic structure
ANAPC1	ENSP00000339109	embryonic structure
YIF1B	ENSP00000343435	embryonic structure
SRSF6	ENSP00000244020	embryonic structure
WDR55	ENSP00000351100	embryonic structure
SLC29A1	ENSP00000360773	embryonic structure
PTPRB	ENSP00000334928	embryonic structure
CBX8	ENSP00000269385	embryonic structure
STUB1	ENSP00000219548	embryonic structure
ZNF830	ENSP00000354518	embryonic structure
LARP4	ENSP00000415464	embryonic structure
PHF10	ENSP00000341805	embryonic structure
SMTN	ENSP00000351593	embryonic structure
MECP2	ENSP00000395535	embryonic structure
TRAPPC3	ENSP00000362261	embryonic structure
BTN2A1	ENSP00000312158	embryonic structure
DMAP1	ENSP00000312697	embryonic structure
UBXN1	ENSP00000294119	embryonic structure
KLC3	ENSP00000375810	embryonic structure
RPS2	ENSP00000341885	embryonic structure
THOC5	ENSP00000380969	embryonic structure
SNX2	ENSP00000368831	embryonic structure
GOLGA4	ENSP00000354486	embryonic structure
UBA1	ENSP00000338413	embryonic structure
FTSJ3	ENSP00000337518	embryonic structure
CDCA8	ENSP00000316121	embryonic structure
CUX1	ENSP00000292535	embryonic structure
CUX2	ENSP00000261726	embryonic structure
FERMT2	ENSP00000342858	embryonic structure
EEF1D	ENSP00000391944	embryonic structure
MCM2	ENSP00000265056	embryonic structure
NUCKS1	ENSP00000356110	embryonic structure
G3BP1	ENSP00000348578	embryonic structure
TMPO	ENSP00000266732	embryonic structure
G3BP2	ENSP00000352738	embryonic structure
PARP1	ENSP00000355759	embryonic structure
THRAP3	ENSP00000346634	embryonic structure
HNRNPDL	ENSP00000295470	embryonic structure
AKAP9	ENSP00000348573	embryonic structure
ARID1A	ENSP00000320485	embryonic structure
CDC23	ENSP00000378350	embryonic structure
PFN1	ENSP00000225655	embryonic structure
PTK7	ENSP00000230419	embryonic structure
RPS8	ENSP00000379888	embryonic structure
TYMS	ENSP00000315644	embryonic structure
WWOX	ENSP00000386161	embryonic structure
CD97	ENSP00000242786	embryonic structure
SMAD2	ENSP00000262160	embryonic structure
DDX21	ENSP00000346120	embryonic structure
EXOSC2	ENSP00000361433	embryonic structure
LARP1	ENSP00000366871	embryonic structure
GGT1	ENSP00000248923	embryonic structure
NOB1	ENSP00000268802	embryonic structure
ATP1A1	ENSP00000295598	embryonic structure
RAB8B	ENSP00000312734	embryonic structure
FOXJ2	ENSP00000162391	embryonic structure
MAP3K3	ENSP00000354927	embryonic structure
PAPOLG	ENSP00000238714	embryonic structure
RBM12	ENSP00000352668	embryonic structure
ILF3	ENSP00000404121	embryonic structure
WDR33	ENSP00000325377	embryonic structure
PNN	ENSP00000216832	embryonic structure
SMEK1	ENSP00000337125	embryonic structure
ITGB1	ENSP00000364094	embryonic structure
NCSTN	ENSP00000294785	embryonic structure
TFRC	ENSP00000353224	embryonic structure
USP10	ENSP00000219473	embryonic structure
NFE2L2	ENSP00000380252	embryonic structure
EIF2A	ENSP00000417229	embryonic structure
SF1	ENSP00000366607	embryonic structure
BYSL	ENSP00000230340	embryonic structure
CTU2	ENSP00000388320	embryonic structure
HTATSF1	ENSP00000218364	embryonic structure
XPO6	ENSP00000302790	embryonic structure
MICALL1	ENSP00000215957	embryonic structure
SLC1A5	ENSP00000303623	embryonic structure
SHC1	ENSP00000401303	embryonic structure
C9ORF78	ENSP00000361524	embryonic structure
PARD3	ENSP00000363921	embryonic structure
RFC1	ENSP00000261424	embryonic structure
SCAP	ENSP00000265565	embryonic structure
USP47	ENSP00000339957	embryonic structure
MKL1	ENSP00000347847	embryonic structure
RBM15	ENSP00000358799	embryonic structure
NELFA	ENSP00000372335	embryonic structure
NUP107	ENSP00000229179	embryonic structure
ASMTL	ENSP00000370718	embryonic structure
BRAF	ENSP00000288602	embryonic structure
RPS3	ENSP00000278572	embryonic structure
RIOK2	ENSP00000283109	embryonic structure
CHD7	ENSP00000392028	embryonic structure
ZKSCAN1	ENSP00000323148	embryonic structure
HBS1L	ENSP00000356811	embryonic structure
NCOR2	ENSP00000348551	embryonic structure
MPHOSPH10	ENSP00000244230	embryonic structure
MST4	ENSP00000377867	embryonic structure
TNRC18	ENSP00000395538	embryonic structure
CASP8AP2	ENSP00000391210	embryonic structure
CENPF	ENSP00000355922	embryonic structure
WNK1	ENSP00000313059	embryonic structure
NONO	ENSP00000276079	embryonic structure
RRM2	ENSP00000302955	embryonic structure
USP15	ENSP00000258123	embryonic structure
BOD1L1	ENSP00000040738	embryonic structure
CHEK1	ENSP00000278916	embryonic structure
KANSL1	ENSP00000262419	embryonic structure
ICE2	ENSP00000261520	embryonic structure
ARMC10	ENSP00000319412	embryonic structure
CSTF3	ENSP00000315791	embryonic structure
MCM10	ENSP00000354945	embryonic structure
DEPDC1B	ENSP00000265036	embryonic structure
SP100	ENSP00000343023	embryonic structure
ADI1	ENSP00000333666	embryonic structure
LDHA	ENSP00000395337	embryonic structure
NEDD9	ENSP00000368759	embryonic structure
PFKFB3	ENSP00000369100	embryonic structure
RBM5	ENSP00000343054	embryonic structure
UBE3A	ENSP00000381045	embryonic structure
ZC3H14	ENSP00000251038	embryonic structure
SCAF11	ENSP00000358374	embryonic structure
KIAA0100	ENSP00000005905	embryonic structure
ZMYND8	ENSP00000418210	embryonic structure
TXNRD1	ENSP00000412045	embryonic structure
IMMT	ENSP00000387262	embryonic structure
EEF1B2	ENSP00000236957	embryonic structure
DOCK7	ENSP00000340742	embryonic structure
PGM1	ENSP00000360125	embryonic structure
ANTXR2	ENSP00000306185	embryonic structure
FLNB	ENSP00000295956	embryonic structure
HELB	ENSP00000247815	embryonic structure
BCL11A	ENSP00000338774	embryonic structure
ZNF777	ENSP00000247930	embryonic structure
PAX5	ENSP00000350844	embryonic structure
ZNF521	ENSP00000354794	embryonic structure
FOXO3	ENSP00000339527	embryonic structure
NR3C1	ENSP00000231509	embryonic structure
TXN2	ENSP00000216185	embryonic structure
SERPINB6	ENSP00000338358	embryonic structure
PSMD2	ENSP00000310129	embryonic structure
RBM14	ENSP00000311747	embryonic structure
RBM4	ENSP00000309166	embryonic structure
CALM1	ENSP00000349467	embryonic structure
CALM2	ENSP00000272298	embryonic structure
CALM3	ENSP00000291295	embryonic structure
PKM	ENSP00000320171	embryonic structure
HDLBP	ENSP00000312042	embryonic structure
NTRK1	ENSP00000351486	embryonic structure
TPR	ENSP00000356448	embryonic structure
VIM	ENSP00000224237	embryonic structure
HNRNPC	ENSP00000319690	embryonic structure
TPI1	ENSP00000379933	embryonic structure
PTGDS	ENSP00000360687	embryonic structure
AHSG	ENSP00000393887	embryonic structure
CLU	ENSP00000315130	embryonic structure
SERPINA1	ENSP00000348068	embryonic structure
SERPINC1	ENSP00000356671	embryonic structure
TF	ENSP00000264998	embryonic structure
FREM2	ENSP00000280481	embryonic structure
BCHE	ENSP00000264381	embryonic structure
FETUB	ENSP00000265029	embryonic structure
ITGA2B	ENSP00000262407	embryonic structure
ITIH4	ENSP00000266041	embryonic structure
SERPINA10	ENSP00000261994	embryonic structure
LEPR	ENSP00000330393	embryonic structure
SERPINA4	ENSP00000298841	embryonic structure
ST6GALNAC4	ENSP00000336733	embryonic structure
DPP4	ENSP00000353731	embryonic structure
GAA	ENSP00000305692	embryonic structure
LUM	ENSP00000266718	embryonic structure
FGFR1	ENSP00000380280	embryonic structure
BEND5	ENSP00000360899	embryonic structure
C12ORF5	ENSP00000179259	embryonic structure
CD19	ENSP00000313419	embryonic structure
ZKSCAN4	ENSP00000366509	embryonic structure
ITGAE	ENSP00000263087	embryonic structure
ABCB9	ENSP00000280560	embryonic structure
NXF1	ENSP00000294172	embryonic structure
URB1	ENSP00000372199	embryonic structure
AP4S1	ENSP00000216366	embryonic structure
GMPR2	ENSP00000392859	embryonic structure
KBTBD8	ENSP00000295568	embryonic structure
MAL	ENSP00000310880	embryonic structure
YIF1A	ENSP00000366098	embryonic structure
CHAT	ENSP00000337103	embryonic structure
CTBP1	ENSP00000290921	embryonic structure
UBQLN1	ENSP00000365576	embryonic structure
NOSIP	ENSP00000343497	embryonic structure
FUCA2	ENSP00000002165	embryonic structure
PLSCR3	ENSP00000316021	embryonic structure
USP4	ENSP00000265560	embryonic structure
PFDN5	ENSP00000334188	embryonic structure
ZDHHC16	ENSP00000359891	embryonic structure
ING4	ENSP00000380024	embryonic structure
RPL7A	ENSP00000361076	embryonic structure
RPS3A	ENSP00000346050	embryonic structure
BRD7	ENSP00000378180	embryonic structure
CEBPG	ENSP00000284000	embryonic structure
MKNK1	ENSP00000361014	embryonic structure
IL17RA	ENSP00000320936	embryonic structure
FANCA	ENSP00000373952	embryonic structure
POLE	ENSP00000322570	embryonic structure
ABI3	ENSP00000225941	embryonic structure
HSH2D	ENSP00000253680	embryonic structure
BMF	ENSP00000346697	embryonic structure
GNLY	ENSP00000263863	embryonic structure
SLX1A	ENSP00000328940	embryonic structure
SEC23B	ENSP00000262544	embryonic structure
MSC	ENSP00000321445	embryonic structure
FCGR2B	ENSP00000351497	embryonic structure
FCGR2C	ENSP00000420811	embryonic structure
KIR2DL3	ENSP00000342215	embryonic structure
GTF2H4	ENSP00000259895+ENSP00000396251	embryonic structure
CRACR2B	ENSP00000324024	embryonic structure
NIPA2	ENSP00000337618	embryonic structure
RPS21	ENSP00000324438	embryonic structure
CRNKL1	ENSP00000366557	embryonic structure
ADAMTSL4	ENSP00000271643	embryonic structure
FLT4	ENSP00000261937	embryonic structure
MMRN2	ENSP00000361097	embryonic structure
CLEC3B	ENSP00000296130	embryonic structure
BCAM	ENSP00000270233	embryonic structure
CNTN2	ENSP00000330633	embryonic structure
CSF1R	ENSP00000286301	embryonic structure
FAM65B	ENSP00000259698	embryonic structure
KIT	ENSP00000288135	embryonic structure
AOC3	ENSP00000312326	embryonic structure
APOL1	ENSP00000317674	embryonic structure
LAMA2	ENSP00000400365	embryonic structure
PZP	ENSP00000261336	embryonic structure
PVR	ENSP00000402060	embryonic structure
COL6A3	ENSP00000295550	embryonic structure
LAMP2	ENSP00000408411	embryonic structure
MFAP4	ENSP00000299610	embryonic structure
FCN3	ENSP00000270879	embryonic structure
VASN	ENSP00000306864	embryonic structure
CPQ	ENSP00000220763	embryonic structure
ENPEP	ENSP00000265162	embryonic structure
GUSB	ENSP00000302728	embryonic structure
IL1RL1	ENSP00000233954	embryonic structure
GPR126	ENSP00000356581	embryonic structure
DSC2	ENSP00000280904	embryonic structure
EXOSC10	ENSP00000366135	embryonic structure
SLC7A5	ENSP00000261622	embryonic structure
ITCH	ENSP00000363998	embryonic structure
TCEA1	ENSP00000382541	embryonic structure
RNF19B	ENSP00000362555	embryonic structure
TFR2	ENSP00000223051	embryonic structure
A2M	ENSP00000323929	embryonic structure
PTPRG	ENSP00000418112	embryonic structure
PTN	ENSP00000341170	embryonic structure
ACE	ENSP00000290866	embryonic structure
PLTP	ENSP00000361508	embryonic structure
VCAM1	ENSP00000294728	embryonic structure
CDH5	ENSP00000344115	embryonic structure
JAM2	ENSP00000420419	embryonic structure
LIPG	ENSP00000261292	embryonic structure
CFLAR	ENSP00000312455	embryonic structure
FN1	ENSP00000346839	embryonic structure
AKAP12	ENSP00000253332	embryonic structure
JAG1	ENSP00000254958	embryonic structure
HERPUD1	ENSP00000300302	embryonic structure
ARL1	ENSP00000261636	embryonic structure
RORA	ENSP00000261523	embryonic structure
DGKE	ENSP00000284061	embryonic structure
ZRANB1	ENSP00000352676	embryonic structure
P4HA3	ENSP00000332170	embryonic structure
ANGPT2	ENSP00000314897	embryonic structure
S1PR1	ENSP00000305416	embryonic structure
ARL4A	ENSP00000349250	embryonic structure
ARNTL2	ENSP00000266503	embryonic structure
CHST1	ENSP00000309270	embryonic structure
CHST2	ENSP00000307911	embryonic structure
POLI	ENSP00000217800	embryonic structure
SMAD7	ENSP00000262158	embryonic structure
TNFRSF25	ENSP00000367013	embryonic structure
NDST1	ENSP00000261797	embryonic structure
SELE	ENSP00000331736	embryonic structure
TNFAIP2	ENSP00000332326	embryonic structure
ZNF71	ENSP00000328245	embryonic structure
TXNDC17	ENSP00000250101	embryonic structure
STYX	ENSP00000346599	embryonic structure
ESM1	ENSP00000370812	embryonic structure
NDOR1	ENSP00000360576	embryonic structure
KCNIP2	ENSP00000420040	embryonic structure
SKIL	ENSP00000259119	embryonic structure
CTGF	ENSP00000356954	embryonic structure
FIBP	ENSP00000344572	embryonic structure
CDC5L	ENSP00000360532	embryonic structure
FADD	ENSP00000301838	embryonic structure
RIPK1	ENSP00000259808	embryonic structure
NDRG1	ENSP00000319977	embryonic structure
APOL2	ENSP00000249066	embryonic structure
GATA2	ENSP00000345681	embryonic structure
OTOGL	ENSP00000298820	embryonic structure
NOD1	ENSP00000222823	embryonic structure
AASDH	ENSP00000205214	embryonic structure
CYP27A1	ENSP00000258415	embryonic structure
FLVCR2	ENSP00000238667	embryonic structure
MRPL38	ENSP00000308275	embryonic structure
NLRP3	ENSP00000337383	embryonic structure
RARG	ENSP00000332695	embryonic structure
CNPY3	ENSP00000361926	embryonic structure
CD300LF	ENSP00000327075	embryonic structure
MTERF4	ENSP00000241527	embryonic structure
MRPS7	ENSP00000245539	embryonic structure
NOP16	ENSP00000373810	embryonic structure
OTUB1	ENSP00000301453	embryonic structure
RAB23	ENSP00000320413	embryonic structure
DDAH2	ENSP00000372901	embryonic structure
PSMA7	ENSP00000359910	embryonic structure
C9ORF156	ENSP00000364260	embryonic structure
SAE1	ENSP00000270225	embryonic structure
CLEC7A	ENSP00000302569	embryonic structure
ABCB7	ENSP00000253577	embryonic structure
AHSP	ENSP00000307199	embryonic structure
CKLF	ENSP00000264001	embryonic structure
SIRPB2	ENSP00000352849	embryonic structure
SMIM24	ENSP00000215531	embryonic structure
MED11	ENSP00000293777	embryonic structure
CD300A	ENSP00000353259	embryonic structure
MRPL32	ENSP00000223324	embryonic structure
MSRB1	ENSP00000355084	embryonic structure
TMEM14C	ENSP00000229563	embryonic structure
VDAC3	ENSP00000388732	embryonic structure
HSPB11	ENSP00000194214	embryonic structure
LAMTOR2	ENSP00000357288	embryonic structure
MRPS24	ENSP00000318158	embryonic structure
NDUFA7	ENSP00000301457	embryonic structure
NUCB1	ENSP00000263273	embryonic structure
TRAPPC6A	ENSP00000006275	embryonic structure
PGD	ENSP00000270776	embryonic structure
MPDU1	ENSP00000250124	embryonic structure
INIP	ENSP00000363360	embryonic structure
NUDT5	ENSP00000419628	embryonic structure
SPAG7	ENSP00000206020	embryonic structure
TIMM21	ENSP00000169551	embryonic structure
SPCS1	ENSP00000233025	embryonic structure
NHP2	ENSP00000274606	embryonic structure
UBE2J1	ENSP00000354684	embryonic structure
FAM96B	ENSP00000387471	embryonic structure
MRPS23	ENSP00000320184	embryonic structure
MYL9	ENSP00000279022	embryonic structure
C7ORF55	ENSP00000297534	embryonic structure
GFI1B	ENSP00000344782	embryonic structure
PPP1R15A	ENSP00000200453	embryonic structure
STAC	ENSP00000273183	embryonic structure
TBCK	ENSP00000355338	embryonic structure
MRPS17	ENSP00000285298	embryonic structure
MRPS28	ENSP00000276585	embryonic structure
TRIAP1	ENSP00000304997	embryonic structure
NIPSNAP3A	ENSP00000363899	embryonic structure
MRPL18	ENSP00000356001	embryonic structure
MARCH2	ENSP00000215555	embryonic structure
P2RX7	ENSP00000261826	embryonic structure
SWAP70	ENSP00000315630	embryonic structure
NDUFC1	ENSP00000265500	embryonic structure
SEC61G	ENSP00000341538	embryonic structure
E2F6	ENSP00000370936	embryonic structure
GMFG	ENSP00000253054	embryonic structure
MRPL27	ENSP00000225969	embryonic structure
CYLD	ENSP00000308928	embryonic structure
RNF181	ENSP00000306906	embryonic structure
TRNT1	ENSP00000251607	embryonic structure
LUC7L2	ENSP00000347005	embryonic structure
SPRY4	ENSP00000344967	embryonic structure
ORMDL1	ENSP00000326869	embryonic structure
SCIMP	ENSP00000382509	embryonic structure
ZNF713	ENSP00000313355	embryonic structure
SIGLEC15	ENSP00000374125	embryonic structure
CD84	ENSP00000357033	embryonic structure
EMC4	ENSP00000267750	embryonic structure
TIMM17B	ENSP00000365766	embryonic structure
HIGD1A	ENSP00000398064	embryonic structure
ALAS2	ENSP00000332369	embryonic structure
GCDH	ENSP00000222214	embryonic structure
LIPA	ENSP00000337354	embryonic structure
NSMCE1	ENSP00000355077	embryonic structure
TRAT1	ENSP00000295756	embryonic structure
PLA2G2D	ENSP00000364246	embryonic structure
FXYD5	ENSP00000344254	embryonic structure
SELK	ENSP00000418813	embryonic structure
DCPS	ENSP00000263579	embryonic structure
NDUFB10	ENSP00000268668	embryonic structure
PIGY	ENSP00000273968	embryonic structure
PPIF	ENSP00000225174	embryonic structure
TBCA	ENSP00000369736	embryonic structure
SF3A2	ENSP00000221494	embryonic structure
TMEM69	ENSP00000361095	embryonic structure
EMR1	ENSP00000311545	embryonic structure
MAGOH	ENSP00000360525	embryonic structure
AHSA1	ENSP00000216479	embryonic structure
ARF6	ENSP00000298316	embryonic structure
C1GALT1C1	ENSP00000304364	embryonic structure
POLR1C	ENSP00000361465	embryonic structure
NDUFB6	ENSP00000369176	embryonic structure
HRH4	ENSP00000256906	embryonic structure
MPC1	ENSP00000354223	embryonic structure
MRPL37	ENSP00000354086	embryonic structure
POMP	ENSP00000370222	embryonic structure
ZNF706	ENSP00000311768	embryonic structure
ANAPC15	ENSP00000227618	embryonic structure
ATRAID	ENSP00000369518	embryonic structure
MMADHC	ENSP00000301920	embryonic structure
C14ORF1	ENSP00000256319	embryonic structure
C2ORF15	ENSP00000311103	embryonic structure
TMEM216	ENSP00000381950	embryonic structure
CARD8	ENSP00000351901	embryonic structure
ATP5J2	ENSP00000292475	embryonic structure
NDUFA2	ENSP00000252102	embryonic structure
RPL36	ENSP00000252543	embryonic structure
NDUFC2	ENSP00000281031	embryonic structure
NDUFS5	ENSP00000362058	embryonic structure
SUCNR1	ENSP00000355156	embryonic structure
DAPP1	ENSP00000296414	embryonic structure
TMEM138	ENSP00000278826	embryonic structure
MRPL48	ENSP00000308717	embryonic structure
UFC1	ENSP00000356982	embryonic structure
THYN1	ENSP00000341657	embryonic structure
ING3	ENSP00000320566	embryonic structure
UQCR10	ENSP00000332887	embryonic structure
ATP5H	ENSP00000301587	embryonic structure
ITM2A	ENSP00000362395	embryonic structure
ATP5L	ENSP00000300688	embryonic structure
AUP1	ENSP00000366748	embryonic structure
COX16	ENSP00000374562	embryonic structure
MRPL42	ENSP00000351506	embryonic structure
TRAPPC4	ENSP00000351896	embryonic structure
DPH5	ENSP00000359127	embryonic structure
NDUFB1	ENSP00000330787	embryonic structure
MRPS18B	ENSP00000397790+ENSP00000398494	embryonic structure
FGF5	ENSP00000311697	embryonic structure
NDUFB8	ENSP00000299166	embryonic structure
TRAPPC2L	ENSP00000301021	embryonic structure
FUCA1	ENSP00000363603	embryonic structure
ZC3H7A	ENSP00000347999	embryonic structure
FZD5	ENSP00000354607	embryonic structure
MRPL22	ENSP00000411177	embryonic structure
COA3	ENSP00000354762	embryonic structure
FUT7	ENSP00000318142	embryonic structure
GOLGA7	ENSP00000276530	embryonic structure
UXT	ENSP00000337393	embryonic structure
SDR42E1	ENSP00000332407	embryonic structure
HACL1	ENSP00000323811	embryonic structure
RABGAP1	ENSP00000362751	embryonic structure
RBM22	ENSP00000199814	embryonic structure
ZCCHC7	ENSP00000337839	embryonic structure
PTPN6	ENSP00000391592	embryonic structure
ZC3HC1	ENSP00000351052	embryonic structure
POP5	ENSP00000350098	embryonic structure
EIF4E2	ENSP00000258416	embryonic structure
MS4A7	ENSP00000300184	embryonic structure
MYD88	ENSP00000379625	embryonic structure
ATP6V1G1	ENSP00000363162	embryonic structure
MKRN2	ENSP00000170447	embryonic structure
PGS1	ENSP00000262764	embryonic structure
BRF2	ENSP00000220659	embryonic structure
USP39	ENSP00000312981	embryonic structure
PTAFR	ENSP00000301974	embryonic structure
SLMAP	ENSP00000295951	embryonic structure
TMEM59	ENSP00000234831	embryonic structure
AHCY	ENSP00000217426	embryonic structure
GOSR1	ENSP00000225724	embryonic structure
IL12RB1	ENSP00000314425	embryonic structure
EIF3L	ENSP00000416892	embryonic structure
VPS26A	ENSP00000263559	embryonic structure
MORF4	ENSP00000331310	embryonic structure
ANAPC11	ENSP00000349957	embryonic structure
CCDC113	ENSP00000219299	embryonic structure
DCAF13	ENSP00000297579	embryonic structure
METTL2A	ENSP00000309610	embryonic structure
LTN1	ENSP00000354977	embryonic structure
LYPLA1	ENSP00000320043	embryonic structure
PAIP2	ENSP00000265192	embryonic structure
UNC50	ENSP00000350409	embryonic structure
FARSB	ENSP00000281828	embryonic structure
ZDHHC17	ENSP00000403397	embryonic structure
MRPL33	ENSP00000296102	embryonic structure
PIGP	ENSP00000420037	embryonic structure
C11ORF73	ENSP00000278483	embryonic structure
KIAA1919	ENSP00000357840	embryonic structure
TBC1D7	ENSP00000348813	embryonic structure
TMEM106A	ENSP00000330774	embryonic structure
CCDC59	ENSP00000256151	embryonic structure
ZNF254	ENSP00000349494	embryonic structure
HYPK	ENSP00000384474	embryonic structure
MTM1	ENSP00000359423	embryonic structure
SUPV3L1	ENSP00000352678	embryonic structure
COQ9	ENSP00000262507	embryonic structure
FOXP1	ENSP00000318902	embryonic structure
KLHDC3	ENSP00000313995	embryonic structure
RCL1	ENSP00000371169	embryonic structure
ZNF571	ENSP00000333660	embryonic structure
MRPL51	ENSP00000229238	embryonic structure
SERF2	ENSP00000249786	embryonic structure
ZNF326	ENSP00000340796	embryonic structure
EEF1E1	ENSP00000369038	embryonic structure
NELFCD	ENSP00000342300	embryonic structure
CCT5	ENSP00000280326	embryonic structure
GPR89A	ENSP00000319673	embryonic structure
GPR89B	ENSP00000358233	embryonic structure
CDK5RAP1	ENSP00000217372	embryonic structure
ZCCHC17	ENSP00000343557	embryonic structure
DDX27	ENSP00000360828	embryonic structure
JKAMP	ENSP00000261247	embryonic structure
OSER1	ENSP00000255174	embryonic structure
ALG5	ENSP00000239891	embryonic structure
NDUFA3	ENSP00000398290	embryonic structure
PFDN2	ENSP00000356989	embryonic structure
ORMDL2	ENSP00000243045	embryonic structure
TRMT112	ENSP00000309433	embryonic structure
SCAMP1	ENSP00000410636	embryonic structure
PNRC2	ENSP00000334840	embryonic structure
RANGRF	ENSP00000226105	embryonic structure
ZNF385A	ENSP00000338927	embryonic structure
CHMP4A	ENSP00000324205	embryonic structure
JTB	ENSP00000271843	embryonic structure
TECR	ENSP00000215567	embryonic structure
SARNP	ENSP00000337632	embryonic structure
SLC2A5	ENSP00000366641	embryonic structure
C1ORF43	ENSP00000357507	embryonic structure
FARS2	ENSP00000274680	embryonic structure
NT5C3A	ENSP00000242210	embryonic structure
CCDC167	ENSP00000362507	embryonic structure
CNIH1	ENSP00000216416	embryonic structure
HAVCR2	ENSP00000312002	embryonic structure
PSMC4	ENSP00000157812	embryonic structure
CXXC5	ENSP00000302543	embryonic structure
STOML2	ENSP00000348886	embryonic structure
AASDHPPT	ENSP00000278618	embryonic structure
OSTC	ENSP00000354676	embryonic structure
AATF	ENSP00000225402	embryonic structure
BAZ1A	ENSP00000353458	embryonic structure
OSTM1	ENSP00000193322	embryonic structure
TFIP11	ENSP00000263115	embryonic structure
CNOT2	ENSP00000229195	embryonic structure
CTDSPL2	ENSP00000260327	embryonic structure
RPRD2	ENSP00000358064	embryonic structure
MED4	ENSP00000258648	embryonic structure
SETD2	ENSP00000386759	embryonic structure
RBM8A	ENSP00000333001	embryonic structure
SRRM2	ENSP00000301740	embryonic structure
TMEM9	ENSP00000356298	embryonic structure
BABAM1	ENSP00000352408	embryonic structure
SON	ENSP00000348984	embryonic structure
H2AFY	ENSP00000353806	embryonic structure
NACA	ENSP00000403817	embryonic structure
NACA3P	ENSP00000240349	embryonic structure
RTN4	ENSP00000337838	embryonic structure
AFF4	ENSP00000265343	embryonic structure
NOP58	ENSP00000264279	embryonic structure
ASF1A	ENSP00000229595	embryonic structure
C6ORF203	ENSP00000310951	embryonic structure
GINS2	ENSP00000253462	embryonic structure
PNISR	ENSP00000358242	embryonic structure
PRKD2	ENSP00000291281	embryonic structure
KLF12	ENSP00000366894	embryonic structure
ZC3H15	ENSP00000338788	embryonic structure
ARHGAP25	ENSP00000295381	embryonic structure
EVI2B	ENSP00000333779	embryonic structure
NDUFB2	ENSP00000247866	embryonic structure
VAMP5	ENSP00000305647	embryonic structure
PMPCB	ENSP00000249269	embryonic structure
DNAJC8	ENSP00000263697	embryonic structure
TMEM230	ENSP00000341364	embryonic structure
RPL26L1	ENSP00000265100	embryonic structure
ZMYM5	ENSP00000337034	embryonic structure
BZW2	ENSP00000258761	embryonic structure
PTPN11	ENSP00000340944	embryonic structure
SMC3	ENSP00000354720	embryonic structure
CCND3	ENSP00000362082	embryonic structure
CHMP5	ENSP00000223500	embryonic structure
IMPA1	ENSP00000408526	embryonic structure
DENND1A	ENSP00000362727	embryonic structure
PRPF40A	ENSP00000402094	embryonic structure
TCEB3	ENSP00000395574	embryonic structure
APOM	ENSP00000365081+ENSP00000389591	embryonic structure
VNN1	ENSP00000356905	embryonic structure
MTFP1	ENSP00000266263	embryonic structure
GPSM3	ENSP00000364180	embryonic structure
RFXANK	ENSP00000305071	embryonic structure
RRP36	ENSP00000244496	embryonic structure
STX5	ENSP00000294179	embryonic structure
SLC7A7	ENSP00000285850	embryonic structure
ZNF581	ENSP00000270451	embryonic structure
PTPLAD1	ENSP00000261875	embryonic structure
BCL2A1	ENSP00000267953	embryonic structure
CTBP2	ENSP00000311825	embryonic structure
FLOT1	ENSP00000372873	embryonic structure
SSU72	ENSP00000291386	embryonic structure
AES	ENSP00000221561	embryonic structure
MPP1	ENSP00000358547	embryonic structure
AMZ2	ENSP00000352976	embryonic structure
TESPA1	ENSP00000312679	embryonic structure
BTD	ENSP00000306477	embryonic structure
PARP9	ENSP00000353512	embryonic structure
CNIH4	ENSP00000420443	embryonic structure
SARAF	ENSP00000256255	embryonic structure
NDUFAF4	ENSP00000358272	embryonic structure
ELP5	ENSP00000346412	embryonic structure
GSKIP	ENSP00000330180	embryonic structure
STXBP6	ENSP00000324302	embryonic structure
IPO9	ENSP00000354742	embryonic structure
MTCH2	ENSP00000303222	embryonic structure
GSTK1	ENSP00000367415	embryonic structure
LAT2	ENSP00000275635	embryonic structure
SDCCAG8	ENSP00000355499	embryonic structure
MMP9	ENSP00000361405	embryonic structure
PDZD11	ENSP00000239666	embryonic structure
ABI1	ENSP00000365312	embryonic structure
ECE1	ENSP00000364028	embryonic structure
MYLK	ENSP00000353452	embryonic structure
PDE4D	ENSP00000384806	embryonic structure
SCARF1	ENSP00000263071	embryonic structure
VWF	ENSP00000261405	embryonic structure
ADD2	ENSP00000264436	embryonic structure
CD109	ENSP00000287097	embryonic structure
THBS1	ENSP00000260356	embryonic structure
ARL6IP5	ENSP00000273258	embryonic structure
HBA1	ENSP00000322421	embryonic structure
HBA2	ENSP00000251595	embryonic structure
BTK	ENSP00000308176	embryonic structure
TMEM258	ENSP00000257262	embryonic structure
PPBP	ENSP00000296028	embryonic structure
GATB	ENSP00000263985	embryonic structure
CD68	ENSP00000250092	embryonic structure
VPS4B	ENSP00000238497	embryonic structure
DYNLRB1	ENSP00000349679	embryonic structure
