Code	Name	UniProt_ID	Ensembl_gene_ID	Ensembl_transcript_ID	Ensembl_protein_ID
I43.UPW	family I43 unassigned peptidase inhibitors	O75023	ENSG00000105609	ENST00000345866	ENSP00000263430
I43.UPW	family I43 unassigned peptidase inhibitors	O75023	ENSG00000278437	ENST00000622596	ENSP00000482535
I43.UPW	family I43 unassigned peptidase inhibitors	O75023	ENSG00000278437	ENST00000621193	ENSP00000482062
I43.UPW	family I43 unassigned peptidase inhibitors	O75023	ENSG00000278437	ENST00000614318	ENSP00000483649
I43.UPW	family I43 unassigned peptidase inhibitors	O75023	ENSG00000277414	ENST00000615837	ENSP00000478835
I43.UPW	family I43 unassigned peptidase inhibitors	O75023	ENSG00000277414	ENST00000619608	ENSP00000479413
I43.UPW	family I43 unassigned peptidase inhibitors	O75023	ENSG00000277414	ENST00000610764	ENSP00000479022
I43.UPW	family I43 unassigned peptidase inhibitors	O75023	ENSG00000273991	ENST00000620714	ENSP00000480909
I43.UPW	family I43 unassigned peptidase inhibitors	O75023	ENSG00000273991	ENST00000616805	ENSP00000483502
I43.UPW	family I43 unassigned peptidase inhibitors	O75023	ENSG00000273991	ENST00000621867	ENSP00000481263
I43.UPW	family I43 unassigned peptidase inhibitors	O75023	ENSG00000274311	ENST00000617355	ENSP00000483481
I43.UPW	family I43 unassigned peptidase inhibitors	O75023	ENSG00000274311	ENST00000616618	ENSP00000478912
I43.UPW	family I43 unassigned peptidase inhibitors	O75023	ENSG00000274311	ENST00000615429	ENSP00000482404
I43.UPW	family I43 unassigned peptidase inhibitors	O75023	ENSG00000105609	ENST00000449561	ENSP00000406478
I43.UPW	family I43 unassigned peptidase inhibitors	O75023	ENSG00000105609	ENST00000316219	ENSP00000320390
I43.UPW	family I43 unassigned peptidase inhibitors	O75023	ENSG00000105609	ENST00000345866	ENSP00000263430
I43.UPW	family I43 unassigned peptidase inhibitors	O75023	ENSG00000278437	ENST00000622596	ENSP00000482535
I43.UPW	family I43 unassigned peptidase inhibitors	O75023	ENSG00000278437	ENST00000621193	ENSP00000482062
I43.UPW	family I43 unassigned peptidase inhibitors	O75023	ENSG00000278437	ENST00000614318	ENSP00000483649
I43.UPW	family I43 unassigned peptidase inhibitors	O75023	ENSG00000277414	ENST00000615837	ENSP00000478835
I43.UPW	family I43 unassigned peptidase inhibitors	O75023	ENSG00000277414	ENST00000619608	ENSP00000479413
I43.UPW	family I43 unassigned peptidase inhibitors	O75023	ENSG00000277414	ENST00000610764	ENSP00000479022
I43.UPW	family I43 unassigned peptidase inhibitors	O75023	ENSG00000273991	ENST00000620714	ENSP00000480909
I43.UPW	family I43 unassigned peptidase inhibitors	O75023	ENSG00000273991	ENST00000616805	ENSP00000483502
I43.UPW	family I43 unassigned peptidase inhibitors	O75023	ENSG00000273991	ENST00000621867	ENSP00000481263
I43.UPW	family I43 unassigned peptidase inhibitors	O75023	ENSG00000274311	ENST00000617355	ENSP00000483481
I43.UPW	family I43 unassigned peptidase inhibitors	O75023	ENSG00000274311	ENST00000616618	ENSP00000478912
I43.UPW	family I43 unassigned peptidase inhibitors	O75023	ENSG00000274311	ENST00000615429	ENSP00000482404
I43.UPW	family I43 unassigned peptidase inhibitors	O75023-1	ENSG00000105609	ENST00000316219	ENSP00000320390
I43.UPW	family I43 unassigned peptidase inhibitors	O75023-2	ENSG00000105609	ENST00000345866	ENSP00000263430
I43.UPW	family I43 unassigned peptidase inhibitors	O75023-3	ENSG00000105609	ENST00000449561	ENSP00000406478
I43.UPW	family I43 unassigned peptidase inhibitors	Q8NF80			
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000240403	ENST00000326321	ENSP00000325525
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000240403	ENST00000270442	ENSP00000270442
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000277181	ENST00000622453	ENSP00000477516
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000277181	ENST00000611859	ENSP00000480578
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000276739	ENST00000620817	ENSP00000479772
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000276739	ENST00000618273	ENSP00000481871
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000275566	ENST00000613612	ENSP00000482565
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000278474	ENST00000611628	ENSP00000481662
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000278809	ENST00000611608	ENSP00000479903
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000278809	ENST00000622579	ENSP00000482655
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000274722	ENST00000617354	ENSP00000482110
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000274722	ENST00000612138	ENSP00000482589
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000275416	ENST00000621155	ENSP00000477519
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000278361	ENST00000617666	ENSP00000481209
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000276357	ENST00000614753	ENSP00000479299
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000278442	ENST00000613610	ENSP00000482301
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000276004	ENST00000622024	ENSP00000479425
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000275083	ENST00000617957	ENSP00000481579
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000275083	ENST00000617481	ENSP00000481306
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000284063	ENST00000638891	ENSP00000491303
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000284063	ENST00000639313	ENSP00000491707
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000283975	ENST00000638970	ENSP00000491183
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000283975	ENST00000638805	ENSP00000492880
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000283951	ENST00000640782	ENSP00000491436
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000283951	ENST00000638726	ENSP00000492117
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000275626	ENST00000619683	ENSP00000478251
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000284381	ENST00000638330	ENSP00000492261
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000284381	ENST00000639252	ENSP00000491248
I43.UPW	family I43 unassigned peptidase inhibitors	A7YL09			
I43.UPW	family I43 unassigned peptidase inhibitors	A7YL10			
I43.UPW	family I43 unassigned peptidase inhibitors	A7YL11			
I43.UPW	family I43 unassigned peptidase inhibitors	A7YL12			
I43.UPW	family I43 unassigned peptidase inhibitors	A7YL13			
I43.UPW	family I43 unassigned peptidase inhibitors	A7YL14			
I43.UPW	family I43 unassigned peptidase inhibitors	E4W3U7			
I43.UPW	family I43 unassigned peptidase inhibitors	E4W3V0			
I43.UPW	family I43 unassigned peptidase inhibitors	E4W3V3			
I43.UPW	family I43 unassigned peptidase inhibitors	E4W3V4			
I43.UPW	family I43 unassigned peptidase inhibitors	E4W3V6			
I43.UPW	family I43 unassigned peptidase inhibitors	E8Z919			
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000240403	ENST00000326321	ENSP00000325525
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000240403	ENST00000270442	ENSP00000270442
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000277181	ENST00000622453	ENSP00000477516
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000277181	ENST00000611859	ENSP00000480578
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000276739	ENST00000620817	ENSP00000479772
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000276739	ENST00000618273	ENSP00000481871
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000275566	ENST00000613612	ENSP00000482565
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000278474	ENST00000611628	ENSP00000481662
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000278809	ENST00000611608	ENSP00000479903
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000278809	ENST00000622579	ENSP00000482655
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000274722	ENST00000617354	ENSP00000482110
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000274722	ENST00000612138	ENSP00000482589
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000275416	ENST00000621155	ENSP00000477519
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000278361	ENST00000617666	ENSP00000481209
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000276357	ENST00000614753	ENSP00000479299
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000278442	ENST00000613610	ENSP00000482301
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000276004	ENST00000622024	ENSP00000479425
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000275083	ENST00000617957	ENSP00000481579
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000275083	ENST00000617481	ENSP00000481306
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000284063	ENST00000638891	ENSP00000491303
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000284063	ENST00000639313	ENSP00000491707
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000283975	ENST00000638970	ENSP00000491183
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000283975	ENST00000638805	ENSP00000492880
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000283951	ENST00000640782	ENSP00000491436
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000283951	ENST00000638726	ENSP00000492117
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000275626	ENST00000619683	ENSP00000478251
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000284381	ENST00000638330	ENSP00000492261
I43.UPW	family I43 unassigned peptidase inhibitors	P43630	ENSG00000284381	ENST00000639252	ENSP00000491248
I43.UPW	family I43 unassigned peptidase inhibitors	Q2XSU5			
I43.UPW	family I43 unassigned peptidase inhibitors	Q32WD0			
I43.UPW	family I43 unassigned peptidase inhibitors	Q32WD1			
I43.UPW	family I43 unassigned peptidase inhibitors	Q32WD2			
I43.UPW	family I43 unassigned peptidase inhibitors	Q6H2F6	ENSG00000278850	ENST00000620550	ENSP00000479746
I43.UPW	family I43 unassigned peptidase inhibitors	Q6QWD4			
I43.UPW	family I43 unassigned peptidase inhibitors	Q6QWD5			
I43.UPW	family I43 unassigned peptidase inhibitors	Q86VI5			
I43.UPW	family I43 unassigned peptidase inhibitors	Q8NHI4			
I43.UPW	family I43 unassigned peptidase inhibitors	Q8NHI5			
I43.UPW	family I43 unassigned peptidase inhibitors	Q8NHI6			
I43.UPW	family I43 unassigned peptidase inhibitors	Q8NHK6	ENSG00000275629	ENST00000616438	ENSP00000484518
I43.UPW	family I43 unassigned peptidase inhibitors	Q8NHK6	ENSG00000278710	ENST00000621701	ENSP00000481911
I43.UPW	family I43 unassigned peptidase inhibitors	Q8NHK6	ENSG00000284213	ENST00000640359	ENSP00000490992
I43.UPW	family I43 unassigned peptidase inhibitors	Q8NHL1			
I43.UPW	family I43 unassigned peptidase inhibitors	Q8NHL2			
I43.UPW	family I43 unassigned peptidase inhibitors	Q9BQU0	ENSG00000278656	ENST00000615147	ENSP00000483790
I43.UPW	family I43 unassigned peptidase inhibitors	Q9NZF7			
I43.UPW	family I43 unassigned peptidase inhibitors	Q9NZF8			
I43.UPW	family I43 unassigned peptidase inhibitors	Q9NZF9			
I43.UPW	family I43 unassigned peptidase inhibitors	Q9NZG0			
I43.UPW	family I43 unassigned peptidase inhibitors	Q9NZG1			
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000370910	ENSP00000359947
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000361420	ENSP00000355010
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000370903	ENSP00000359940
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000370904	ENSP00000359941
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000651556	ENSP00000498789
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000370900	ENSP00000359937
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000370901	ENSP00000359938
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000370910	ENSP00000359947
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000361420	ENSP00000355010
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000370903	ENSP00000359940
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000370904	ENSP00000359941
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000651556	ENSP00000498789
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000370900	ENSP00000359937
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000370901	ENSP00000359938
I43.UPW	family I43 unassigned peptidase inhibitors	Q9H7L2	ENSG00000275918	ENST00000614591	ENSP00000484242
I43.UPW	family I43 unassigned peptidase inhibitors	Q9H7L2	ENSG00000276848	ENST00000614511	ENSP00000479122
I43.UPW	family I43 unassigned peptidase inhibitors	Q9H7L2	ENSG00000276033	ENST00000621920	ENSP00000481872
I43.UPW	family I43 unassigned peptidase inhibitors	Q9H7L2	ENSG00000275918	ENST00000614591	ENSP00000484242
I43.UPW	family I43 unassigned peptidase inhibitors	Q9H7L2	ENSG00000276848	ENST00000614511	ENSP00000479122
I43.UPW	family I43 unassigned peptidase inhibitors	Q9H7L2	ENSG00000276033	ENST00000621920	ENSP00000481872
I43.UPW	family I43 unassigned peptidase inhibitors	Q6UX27	ENSG00000189068	ENST00000338372	ENSP00000343366
I43.UPW	family I43 unassigned peptidase inhibitors	Q6UX27	ENSG00000189068	ENST00000447872	ENSP00000401926
I43.UPW	family I43 unassigned peptidase inhibitors	Q6UX27	ENSG00000189068	ENST00000376626	ENSP00000365813
I43.UPW	family I43 unassigned peptidase inhibitors	Q6UX27	ENSG00000276363	ENST00000617862	ENSP00000484844
I43.UPW	family I43 unassigned peptidase inhibitors	Q6UX27	ENSG00000276363	ENST00000619921	ENSP00000483797
I43.UPW	family I43 unassigned peptidase inhibitors	Q6UX27	ENSG00000275962	ENST00000612864	ENSP00000481977
I43.UPW	family I43 unassigned peptidase inhibitors	Q6UX27	ENSG00000275962	ENST00000620474	ENSP00000484806
I43.UPW	family I43 unassigned peptidase inhibitors	Q6UX27	ENSG00000275962	ENST00000617776	ENSP00000484699
I43.UPW	family I43 unassigned peptidase inhibitors	Q6UX27	ENSG00000276159	ENST00000610794	ENSP00000478582
I43.UPW	family I43 unassigned peptidase inhibitors	Q6UX27	ENSG00000276159	ENST00000619024	ENSP00000483411
I43.UPW	family I43 unassigned peptidase inhibitors	Q6UX27	ENSG00000276066	ENST00000612436	ENSP00000482985
I43.UPW	family I43 unassigned peptidase inhibitors	Q6UX27	ENSG00000276066	ENST00000615508	ENSP00000484886
I43.UPW	family I43 unassigned peptidase inhibitors	Q6UX27	ENSG00000274953	ENST00000610629	ENSP00000482197
I43.UPW	family I43 unassigned peptidase inhibitors	Q6UX27	ENSG00000274953	ENST00000616717	ENSP00000480383
I43.UPW	family I43 unassigned peptidase inhibitors	Q6UX27	ENSG00000275330	ENST00000611293	ENSP00000482555
I43.UPW	family I43 unassigned peptidase inhibitors	Q6UX27	ENSG00000275330	ENST00000617115	ENSP00000481140
I43.UPW	family I43 unassigned peptidase inhibitors	Q6UX27	ENSG00000274887	ENST00000610804	ENSP00000480533
I43.UPW	family I43 unassigned peptidase inhibitors	Q6UX27	ENSG00000274887	ENST00000622762	ENSP00000483104
I43.UPW	family I43 unassigned peptidase inhibitors	Q6UX27	ENSG00000277607	ENST00000617281	ENSP00000480547
I43.UPW	family I43 unassigned peptidase inhibitors	Q6UX27	ENSG00000277607	ENST00000615235	ENSP00000479198
I43.UPW	family I43 unassigned peptidase inhibitors	Q6UX27	ENSG00000275577	ENST00000612105	ENSP00000483412
I43.UPW	family I43 unassigned peptidase inhibitors	Q6UX27	ENSG00000275577	ENST00000613042	ENSP00000479748
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000370910	ENSP00000359947
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000361420	ENSP00000355010
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000370903	ENSP00000359940
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000370904	ENSP00000359941
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000651556	ENSP00000498789
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000370900	ENSP00000359937
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000370901	ENSP00000359938
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000370910	ENSP00000359947
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000361420	ENSP00000355010
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000370903	ENSP00000359940
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000370904	ENSP00000359941
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000651556	ENSP00000498789
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000370900	ENSP00000359937
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000370901	ENSP00000359938
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5-2	ENSG00000147255	ENST00000370910	ENSP00000359947
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5-2	ENSG00000147255	ENST00000370904	ENSP00000359941
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000370910	ENSP00000359947
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000361420	ENSP00000355010
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000370903	ENSP00000359940
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000370904	ENSP00000359941
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000651556	ENSP00000498789
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000370900	ENSP00000359937
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000370901	ENSP00000359938
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5-1	ENSG00000147255	ENST00000361420	ENSP00000355010
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5-1	ENSG00000147255	ENST00000651556	ENSP00000498789
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5-3	ENSG00000147255	ENST00000370900	ENSP00000359937
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5-3	ENSG00000147255	ENST00000370901	ENSP00000359938
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N109	ENSG00000274143	ENST00000612730	ENSP00000483324
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N109	ENSG00000275596	ENST00000613155	ENSP00000484296
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N109	ENSG00000274676	ENST00000611422	ENSP00000479384
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N109	ENSG00000274143	ENST00000612730	ENSP00000483324
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N109	ENSG00000275596	ENST00000613155	ENSP00000484296
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N109	ENSG00000274676	ENST00000611422	ENSP00000479384
I43.UPW	family I43 unassigned peptidase inhibitors	Q8NHK3	ENSG00000275937	ENST00000615969	ENSP00000479965
I43.UPW	family I43 unassigned peptidase inhibitors	Q8NHK3	ENSG00000278481	ENST00000615475	ENSP00000480935
I43.UPW	family I43 unassigned peptidase inhibitors	Q8NHK3	ENSG00000284089	ENST00000638620	ENSP00000492850
I43.UPW	family I43 unassigned peptidase inhibitors	Q8NHK3	ENSG00000284089	ENST00000647415	ENSP00000495717
I43.UPW	family I43 unassigned peptidase inhibitors	Q8NHK3	ENSG00000275436	ENST00000620281	ENSP00000478053
I43.UPW	family I43 unassigned peptidase inhibitors	Q8NHK4			
I43.UPW	family I43 unassigned peptidase inhibitors	Q8NHK5			
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000370910	ENSP00000359947
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000361420	ENSP00000355010
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000370903	ENSP00000359940
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000370904	ENSP00000359941
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000651556	ENSP00000498789
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000370900	ENSP00000359937
I43.UPW	family I43 unassigned peptidase inhibitors	Q8N6C5	ENSG00000147255	ENST00000370901	ENSP00000359938
I43.UPW	family I43 unassigned peptidase inhibitors	P78401			
I43.UPW	family I43 unassigned peptidase inhibitors	A0A0B4J1S6	ENSG00000189013	ENST00000359085	ENSP00000351988
I43.UPW	family I43 unassigned peptidase inhibitors	A0A0B4J1S6	ENSG00000274232	ENST00000622437	ENSP00000479993
I43.UPW	family I43 unassigned peptidase inhibitors	A0A0B4J1S6	ENSG00000276044	ENST00000621002	ENSP00000484307
I43.UPW	family I43 unassigned peptidase inhibitors	A0A0B4J1S6	ENSG00000275237	ENST00000622348	ENSP00000484336
I43.UPW	family I43 unassigned peptidase inhibitors	A0A0B4J1S6	ENSG00000275699	ENST00000618607	ENSP00000479014
I43.UPW	family I43 unassigned peptidase inhibitors	A0A0B4J1S6	ENSG00000273575	ENST00000621484	ENSP00000484019
I43.UPW	family I43 unassigned peptidase inhibitors	A0A0B4J1S6	ENSG00000284365	ENST00000639468	ENSP00000491832
I43.UPW	family I43 unassigned peptidase inhibitors	A0A0B4J1S6	ENSG00000283961	ENST00000639624	ENSP00000491003
I43.UPW	family I43 unassigned peptidase inhibitors	A0A0B4J1S6	ENSG00000284013	ENST00000640895	ENSP00000491604
I43.UPW	family I43 unassigned peptidase inhibitors	A3R3E3			
I43.UPW	family I43 unassigned peptidase inhibitors	A7YL15			
I43.UPW	family I43 unassigned peptidase inhibitors	A8W793			
I43.UPW	family I43 unassigned peptidase inhibitors	O43803			
I43.UPW	family I43 unassigned peptidase inhibitors	P78401			
I43.UPW	family I43 unassigned peptidase inhibitors	Q32WD9			
I43.UPW	family I43 unassigned peptidase inhibitors	Q32WE0			
I43.UPW	family I43 unassigned peptidase inhibitors	Q32WE1			
I43.UPW	family I43 unassigned peptidase inhibitors	Q32WE2			
I43.UPW	family I43 unassigned peptidase inhibitors	Q5IH82			
I43.UPW	family I43 unassigned peptidase inhibitors	Q5IH87			
I43.UPW	family I43 unassigned peptidase inhibitors	Q5IHW5			
I43.UPW	family I43 unassigned peptidase inhibitors	Q5IHW6			
I43.UPW	family I43 unassigned peptidase inhibitors	Q5IHW9			
I43.UPW	family I43 unassigned peptidase inhibitors	Q6UV36			
I43.UPW	family I43 unassigned peptidase inhibitors	Q86VF1			
I43.UPW	family I43 unassigned peptidase inhibitors	Q86WL6			
I43.UPW	family I43 unassigned peptidase inhibitors	Q86WL7			
I43.UPW	family I43 unassigned peptidase inhibitors	Q8NHK1			
I43.UPW	family I43 unassigned peptidase inhibitors	Q99706	ENSG00000189013	ENST00000345540	ENSP00000339634
I43.UPW	family I43 unassigned peptidase inhibitors	Q99706	ENSG00000189013	ENST00000357494	ENSP00000350088
I43.UPW	family I43 unassigned peptidase inhibitors	Q99706	ENSG00000189013	ENST00000396293	ENSP00000379588
I43.UPW	family I43 unassigned peptidase inhibitors	Q99706	ENSG00000274232	ENST00000615243	ENSP00000482454
I43.UPW	family I43 unassigned peptidase inhibitors	Q99706	ENSG00000274232	ENST00000611022	ENSP00000484469
I43.UPW	family I43 unassigned peptidase inhibitors	Q99706	ENSG00000274232	ENST00000615232	ENSP00000479874
I43.UPW	family I43 unassigned peptidase inhibitors	Q99706	ENSG00000274609	ENST00000618358	ENSP00000483101
I43.UPW	family I43 unassigned peptidase inhibitors	Q99706	ENSG00000276044	ENST00000616384	ENSP00000479347
I43.UPW	family I43 unassigned peptidase inhibitors	Q99706	ENSG00000275317	ENST00000612660	ENSP00000479179
I43.UPW	family I43 unassigned peptidase inhibitors	Q99706	ENSG00000275317	ENST00000620484	ENSP00000477601
I43.UPW	family I43 unassigned peptidase inhibitors	Q99706	ENSG00000277750	ENST00000614653	ENSP00000478362
I43.UPW	family I43 unassigned peptidase inhibitors	Q99706	ENSG00000276779	ENST00000618567	ENSP00000482383
I43.UPW	family I43 unassigned peptidase inhibitors	Q99706	ENSG00000278430	ENST00000616354	ENSP00000483782
I43.UPW	family I43 unassigned peptidase inhibitors	Q99706	ENSG00000278430	ENST00000620486	ENSP00000482452
I43.UPW	family I43 unassigned peptidase inhibitors	Q99706	ENSG00000275699	ENST00000621182	ENSP00000479175
I43.UPW	family I43 unassigned peptidase inhibitors	Q99706	ENSG00000275456	ENST00000612573	ENSP00000482206
I43.UPW	family I43 unassigned peptidase inhibitors	Q99706	ENSG00000278074	ENST00000618297	ENSP00000477886
I43.UPW	family I43 unassigned peptidase inhibitors	Q99706	ENSG00000277964	ENST00000619848	ENSP00000480801
I43.UPW	family I43 unassigned peptidase inhibitors	Q99706	ENSG00000273575	ENST00000614680	ENSP00000477984
I43.UPW	family I43 unassigned peptidase inhibitors	Q99706	ENSG00000284365	ENST00000640814	ENSP00000491623
I43.UPW	family I43 unassigned peptidase inhibitors	Q99706	ENSG00000284365	ENST00000638248	ENSP00000491734
I43.UPW	family I43 unassigned peptidase inhibitors	Q99706	ENSG00000284365	ENST00000638297	ENSP00000492029
I43.UPW	family I43 unassigned peptidase inhibitors	Q99706	ENSG00000277362	ENST00000613053	ENSP00000484389
I43.UPW	family I43 unassigned peptidase inhibitors	Q99706	ENSG00000284509	ENST00000639740	ENSP00000492606
I43.UPW	family I43 unassigned peptidase inhibitors	Q99706	ENSG00000283869	ENST00000639460	ENSP00000491648
I43.UPW	family I43 unassigned peptidase inhibitors	Q99706	ENSG00000283961	ENST00000639866	ENSP00000491202
