Ensembl_protein_ID,Extracellular space,Cytoplasm,Plasma membrane,Lysosome,Endosome,Golgi apparatus,MEROPS_code,MEROPS_name
ENSP00000379158,0,1,0,0,0,0,I27.001,calpastatin inhibitor unit 1
ENSP00000379158,0,1,0,0,0,0,I27.003,calpastatin inhibitor unit 3
ENSP00000216039,0,1,1,0,0,0,C86.004,JosD1 peptidase
ENSP00000325312,0,1,1,0,0,0,M24.002,methionyl aminopeptidase 2
ENSP00000376849,0,1,0,0,0,0,C14.008,caspase-5
ENSP00000316357,0,1,0,0,0,0,C19.017,ubiquitin-specific peptidase 9X
ENSP00000288699,0,1,0,0,0,0,M38.978,dihydropyrimidinase related protein-5
ENSP00000339957,0,1,0,0,0,0,C19.055,ubiquitin-specific peptidase 47
ENSP00000284274,0,1,0,0,0,0,C101.001,OTULIN peptidase
ENSP00000316032,0,1,0,0,0,0,S59.001,nucleoporin 145
ENSP00000296257,0,1,0,0,0,0,C48.007,SENP2 peptidase
ENSP00000394791,0,1,0,0,0,0,C48.002,SENP1 peptidase
ENSP00000318480,0,1,0,0,0,0,M41.026,YME1L1 g.p. ({Homo sapiens}) and similar
ENSP00000360270,0,1,0,0,0,0,M48.017,metalloprotease-related protein-1
ENSP00000269143,0,1,0,0,0,0,M41.007,Afg3-like protein 2
ENSP00000325421,0,1,0,0,0,0,S54.009,PARL peptidase
ENSP00000278200,0,1,0,0,0,0,S26.002,mitochondrial inner membrane peptidase 1
ENSP00000249269,0,1,0,0,0,0,M16.973,ubiquinol-cytochrome c reductase core protein I
ENSP00000329553,0,1,0,0,0,0,S26.A09,CG11110 protein ({Drosophila melanogaster})
ENSP00000402608,0,1,0,0,0,0,C26.951,carbamoyl-phosphate synthase ({Homo sapiens}-type)
ENSP00000257548,0,1,0,0,0,0,C19.060,ubiquitin-specific peptidase 30
ENSP00000203407,0,1,0,0,0,0,M16.973,ubiquinol-cytochrome c reductase core protein I
ENSP00000203407,0,1,0,0,0,0,M16.981,ubiquinol-cytochrome c reductase core protein domain 2
ENSP00000351273,0,1,1,0,0,0,C14.009,caspase-8
ENSP00000232892,0,1,0,0,0,0,S09.991,arylacetamide deacetylase
ENSP00000468633,0,1,0,0,0,0,S26.010,signalase (animal) 21 kDa component
ENSP00000381863,0,1,0,0,0,0,C19.024,ubiquitin-specific peptidase 19
ENSP00000278836,0,1,0,0,0,0,S74.003,myelin regulatory factor
ENSP00000322775,0,1,1,0,0,0,S54.953,iRhom2
ENSP00000361047,0,1,0,0,0,0,C85.005,ALG13 g.p. ({Homo sapiens})
ENSP00000333329,0,1,0,0,0,0,C19.023,ubiquitin-specific peptidase 17
ENSP00000333329,0,1,0,0,0,0,C19.A83,USP17L2
ENSP00000262316,0,1,0,0,0,1,S54.952,iRhom1
ENSP00000263672,0,1,0,0,0,0,X44.001,25 kDa subunit of mammalian signal peptidase complex
ENSP00000344779,0,1,0,0,0,0,S54.008,rhomboid-like protein 5
ENSP00000332488,0,1,0,0,0,0,A22.006,signal peptide peptidase-like protein 2C
ENSP00000359848,0,1,0,0,0,0,C13.005,glycosylphosphatidylinositol:protein transamidase
ENSP00000381237,0,1,1,0,0,0,A22.003,impas 1 peptidase
ENSP00000388566,0,1,0,0,0,0,C14.007,caspase-4
ENSP00000309163,0,1,1,0,0,0,G05.002,RCE1 peptidase ({Homo sapiens}-type)
ENSP00000294119,0,1,0,0,0,0,X36.001,Y33K hypothetical protein
ENSP00000325917,0,1,0,0,0,1,S08.077,PCSK7 peptidase
ENSP00000368798,0,1,0,0,0,1,M50.001,site 2 peptidase
ENSP00000006777,0,1,0,0,0,1,S54.955,rhomboid domain containing 2
ENSP00000344223,0,1,0,0,0,1,S08.063,site-1 peptidase
ENSP00000302239,0,1,1,0,1,0,C19.011,ubiquitin-specific peptidase 8
ENSP00000317214,0,1,0,0,0,0,C02.971,calpamodulin
ENSP00000313811,0,1,0,0,0,0,C19.025,ubiquitin-specific peptidase 20
ENSP00000257934,0,1,0,0,0,0,C50.002,separase ({Homo sapiens}-type)
ENSP00000260187,0,1,0,0,0,0,C19.013,ubiquitin-specific peptidase 2
ENSP00000308928,0,1,1,0,0,0,C67.001,CylD peptidase
ENSP00000350009,0,1,0,0,0,1,C19.037,ubiquitin-specific peptidase 33
ENSP00000393596,0,1,0,0,1,0,I32.006,BIRC-6 protein
ENSP00000355264,0,1,0,0,0,0,S01.530,protein FAM111A
ENSP00000301633,0,1,0,0,0,0,I32.005,survivin
ENSP00000350447,0,1,0,0,0,0,I103.001,shugoshin-2 ({Homo sapiens})
ENSP00000397598,0,1,0,0,0,0,C110.001,kyphoscoliosis peptidase
ENSP00000363557,0,1,0,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000380349,0,1,1,0,0,0,C02.004,calpain-3
ENSP00000261509,0,1,0,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000326366,0,1,1,1,0,1,A22.001,presenilin 1
ENSP00000355747,0,1,1,1,0,1,A22.002,presenilin 2
ENSP00000286186,0,1,1,0,0,0,C14.011,caspase-10
ENSP00000312455,0,1,1,0,0,0,C14.971,FLIP protein
ENSP00000410926,0,1,0,0,0,0,M08.003,leishmanolysin-2
ENSP00000223051,0,1,1,0,0,0,M28.973,transferrin receptor 2 protein
ENSP00000315997,0,1,1,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000298251,0,1,0,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000271332,0,1,1,0,0,0,I63.UPW,family I63 unassigned peptidase inhibitors
ENSP00000271332,0,1,1,0,0,0,P02.006,cadherin EGF LAG seven-pass G-type receptor 2 precursor ({Homo sapiens})
ENSP00000351497,0,1,1,0,0,0,I43.001,oprin
ENSP00000005995,0,1,1,0,0,0,S01.011,testisin
ENSP00000333003,0,1,0,0,0,0,S01.299,PRSS55 g.p. ({Homo sapiens})
ENSP00000389140,0,1,1,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000287934,0,1,1,0,0,0,I93.UPW,family I93 unassigned peptidase inhibitors
ENSP00000286201,0,1,1,0,0,0,I93.UPW,family I93 unassigned peptidase inhibitors
ENSP00000240093,0,1,1,0,0,0,I93.UPW,family I93 unassigned peptidase inhibitors
ENSP00000345785,0,1,1,0,0,0,I93.UPW,family I93 unassigned peptidase inhibitors
ENSP00000227758,0,1,1,0,0,0,I32.002,BIRC-2 protein
ENSP00000227758,0,1,1,0,0,0,I32.003,BIRC-3 protein
ENSP00000227758,0,1,1,0,0,0,I32.007,BIRC-7 protein
ENSP00000258080,0,1,1,0,0,0,S01.278,HtrA2 peptidase
ENSP00000309968,0,1,1,0,0,0,M12.217,ADAM17 peptidase
ENSP00000244289,0,1,1,0,0,0,S09.993,hormone-sensitive lipase
ENSP00000446057,0,1,0,0,0,0,C48.011,SENP8 peptidase
ENSP00000262738,0,0,1,0,0,0,I63.UPW,family I63 unassigned peptidase inhibitors
ENSP00000335004,0,0,1,0,0,0,G04.001,Tiki1 peptidase
ENSP00000275857,0,0,1,0,0,0,S09.988,"neuroligin 4, X-linked"
ENSP00000352177,0,0,1,0,0,0,M12.981,ADAM29 protein
ENSP00000318684,0,0,1,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000234798,0,0,1,0,0,0,S01.028,tryptase gamma 1
ENSP00000361554,0,0,1,0,0,0,I63.UPW,family I63 unassigned peptidase inhibitors
ENSP00000342215,0,0,1,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000339634,0,0,1,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000375608,0,0,1,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000325525,0,0,1,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000311291,0,0,1,0,0,0,I01.UPW,family I1 unassigned peptidase inhibitors
ENSP00000250360,0,0,1,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000323328,0,0,1,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000302051,0,0,1,0,0,0,M13.007,endothelin-converting enzyme-like 1 endopeptidase
ENSP00000219551,0,0,1,0,0,0,S54.005,rhomboid-like protein 1
ENSP00000219271,0,0,1,0,0,0,M10.015,membrane-type matrix metallopeptidase-2
ENSP00000265708,0,0,1,0,0,0,M12.950,ADAM2 protein
ENSP00000313046,0,0,1,0,0,0,P02.041,adhesion G protein-coupled receptor B1
ENSP00000200557,0,0,1,0,0,0,M12.976,ADAM11 protein
ENSP00000396163,0,0,1,0,0,0,I63.002,bothrojaracin
ENSP00000359778,0,0,1,0,0,0,I63.UPW,family I63 unassigned peptidase inhibitors
ENSP00000359778,0,0,1,0,0,0,P02.013,ETL protein
ENSP00000357167,0,0,1,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000362762,0,0,1,0,0,0,P02.029,brain-specific angiogenesis inhibitor 2
ENSP00000360299,0,0,1,0,0,0,P02.022,GPR110 G-protein coupled receptor
ENSP00000360299,0,0,1,0,0,0,P02.026,KPG_009 protein
ENSP00000359686,0,0,1,0,0,0,P02.014,G protein-coupled receptor 112
ENSP00000273352,0,0,1,0,0,0,P02.020,GPR128 ({Homo sapiens})-type G-protein coupled receptor
ENSP00000175238,0,0,1,0,0,0,M12.956,ADAM7 protein
ENSP00000261654,0,0,1,0,0,0,P02.021,GPR133 ({Homo sapiens})-type protein
ENSP00000342981,0,0,1,0,0,0,P02.016,Gpr114 protein
ENSP00000398236,0,0,1,0,0,0,S01.072,matriptase-3
ENSP00000334962,0,0,1,0,0,0,S01.308,matriptase-2
ENSP00000364013,0,0,1,0,0,0,I01.969,tomoregulin
ENSP00000364013,0,0,1,0,0,0,I01.974,DKFZP761G1118 protein
ENSP00000364013,0,0,1,0,0,0,I01.978,Tmeff2 protein
ENSP00000347409,0,0,1,0,0,0,M13.090,Kell blood-group peptidase
ENSP00000283303,0,0,1,0,0,0,P02.042,adhesion G protein-coupled receptor F4
ENSP00000369135,0,0,1,0,0,0,I01.UPW,family I1 unassigned peptidase inhibitors
ENSP00000260126,0,0,1,0,0,0,I01.972,organic anion transporter polypeptide-related
ENSP00000217159,0,0,1,0,0,0,I01.972,organic anion transporter polypeptide-related
ENSP00000320634,0,0,1,0,0,0,I01.UPW,family I1 unassigned peptidase inhibitors
ENSP00000266509,0,0,1,0,0,0,I01.UPW,family I1 unassigned peptidase inhibitors
ENSP00000251372,0,0,1,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000356581,0,0,1,0,0,0,P02.017,GPR126 vascular inducible G protein-coupled receptor
ENSP00000347451,0,0,1,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000332900,0,0,1,0,0,0,P02.023,GPR97 protein
ENSP00000289248,0,0,1,0,0,0,S54.002,rhomboid-like protein 2
ENSP00000256389,0,0,1,0,0,0,M12.218,ADAM20 peptidase
ENSP00000264748,0,0,1,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000322270,0,0,1,0,0,0,P02.009,latrophilin 2
ENSP00000358407,0,0,1,0,0,0,M12.232,ADAM30 peptidase
ENSP00000307831,0,0,1,0,0,0,P02.028,GPR113 protein
ENSP00000391898,0,0,1,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000006724,0,0,1,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000367202,0,0,1,0,0,0,I01.037,RECK protein inhibitor unit 1
ENSP00000382178,0,0,1,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000354691,0,0,1,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000374125,0,0,1,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000351484,0,0,1,0,0,0,M28.011,NAALADASE L peptidase
ENSP00000311545,0,0,1,0,0,0,I63.UPW,family I63 unassigned peptidase inhibitors
ENSP00000358470,0,0,1,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000203629,0,0,1,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000334952,0,0,1,0,0,0,P02.018,GPR125 ({Homo sapiens})-type protein
ENSP00000278765,0,0,1,0,0,0,T03.006,gamma-glutamyltransferase 1 (mammalian-type)
ENSP00000278765,0,0,1,0,0,0,T03.016,gamma-glutamyltransferase-like protein 4
ENSP00000381340,0,0,1,0,0,0,T03.002,gamma-glutamyltransferase 5 (mammalian-type)
ENSP00000338964,0,0,1,0,0,0,T03.017,gamma-glutamyltransferase-like protein 3
ENSP00000299882,0,0,1,0,0,0,S01.313,spinesin
ENSP00000365725,0,0,1,0,0,0,S09.939,lysophosphatidylserine lipase ABHD12
ENSP00000305288,0,0,1,0,0,0,S09.995,neuroligin 2
ENSP00000342535,0,0,1,0,0,0,S09.989,"neuroligin 4, Y-linked"
ENSP00000354541,0,0,1,0,0,0,S09.994,neuroligin 1
ENSP00000319883,0,0,1,0,0,0,P02.001,EGF-like module containing mucin-like hormone receptor-like 2
ENSP00000418070,0,0,1,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000340688,0,0,1,0,0,0,P02.010,latrophilin-1
